Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Opponent_Team,Opponent_Bowler,Bowler_Type,Bowler_Variation,Ball_Line,Ball_Length,How_Out,Ground,Country,Ground_Type,Ground_Dimensions,Pitch_Type,Weather,Shot_Strength,Weakness
Charith Asalanka,All-rounder,5,40,28,142.85,England,Woakes,Right Arm Medium,Slower Ball,Middle stump,Good length,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Right Arm Medium
Avishka Fernando,Batsman,2,5,12,41.66,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Off stump,Good length,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Pace,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,19,24,79.16,India,Axar,Left Arm Orthodox,Drift,Wide,Good length,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Right Arm Medium
Sadeera samarawickrama,Batsman,4,41,42,97.61,Australia,Maxwell,Right Arm Off Spin,Off Break,Off stump,Full,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Left Arm Orthodox
Avishka Fernando,Batsman,1,29,27,107.4,India,Siraj,Right Arm Fast,Slower Ball,Off stump,Short,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Left Arm Chinaman
Kusal mendis,Batsman,3,77,64,120.31,England,Woakes,Right Arm Medium,Slower Ball,Middle stump,Full,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Short Ball,Right Arm Fast
Kusal mendis,Batsman,3,0,4,0.0,India,Thakur,Right Arm Medium,Slower Ball,Leg stump,Bouncer,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,0,3,0.0,Pakistan,Naseem,Right Arm Fast,Bouncer,Middle stump,Full,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Off-side,Right Arm Mystery
Charith Asalanka,All-rounder,5,91,93,97.84,India,Bishnoi,Right Arm Leg Spin,Googly,Off stump,Short,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,On-side,Right Arm Mystery
Charith Asalanka,All-rounder,5,91,93,97.84,Australia,Starc,Left Arm Fast,Bouncer,Off stump,Bouncer,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,On-side,Left Arm Wrist Spin
Kusal mendis,Batsman,3,6,7,85.71,India,Kuldeep,Left Arm Wrist Spin,Googly,Off stump,Bouncer,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Spin,Right Arm Leg Spin
Avishka Fernando,Batsman,2,17,33,51.51,South Africa,Fortuin,Left Arm Orthodox,Arm Ball,Middle stump,Good length,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Off-side,Left Arm Chinaman
Kusal mendis,Batsman,3,22,34,64.7,Bangladesh,Shoriful,Left Arm Fast,Yorker,Wide,Full,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Right Arm Off Spin
Dananjaya De Silva,All-rounder,6,102,131,77.86,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Off stump,Bouncer,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,On-side,Left Arm Medium
Pathum Nissanka,Batsman,2,14,17,82.35,India,Bumrah,Right Arm Fast,Slower Ball,Middle stump,Full,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Pace,Left Arm Fast
Oshada fernando,Batsman,3,0,4,0.0,South Africa,Ngidi,Right Arm Fast,Slower Ball,Wide,Short,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Short Ball,Left Arm Wrist Spin
Sadeera samarawickrama,Batsman,4,0,2,0.0,Bangladesh,Nasum,Left Arm Orthodox,Drift,Wide,Good length,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,On-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,9,17,17,100.0,South Africa,Hendricks,Left Arm Medium,Swing,Off stump,Full,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Short Ball,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,7,23,33,69.69,England,Wood,Right Arm Fast,Slower Ball,Leg stump,Short,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Spin,Right Arm Mystery
Charith Asalanka,All-rounder,5,14,21,66.66,Australia,Hazlewood,Right Arm Fast,Bouncer,Wide,Full,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Spin,Right Arm Off Spin
Kusal mendis,Batsman,3,56,22,254.54,Bangladesh,Shoriful,Left Arm Fast,Swing,Wide,Yorker,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Off-side,Right Arm Medium
Kusal mendis,Batsman,4,54,58,93.1,England,Willey,Left Arm Medium,Swing,Middle stump,Bouncer,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Right Arm Fast
Pathum Nissanka,Batsman,1,36,28,128.57,Bangladesh,Ebadot,Right Arm Fast,Yorker,Off stump,Yorker,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,On-side,Right Arm Mystery
Kusal mendis,Batsman,3,86,87,98.85,England,Rashid,Right Arm Leg Spin,Slider,Off stump,Full,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Spin,Right Arm Off Spin
Sadeera samarawickrama,Batsman,4,23,19,121.05,India,Hardik,Right Arm Medium,Slower Ball,Leg stump,Short,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Spin,Right Arm Fast
Charith Asalanka,All-rounder,5,18,37,48.64,Australia,Hazlewood,Right Arm Fast,Yorker,Middle stump,Yorker,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Short Ball,Right Arm Leg Spin
Kusal mendis,Batsman,3,62,94,65.95,India,Thakur,Right Arm Medium,Slower Ball,Off stump,Full,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Short Ball,Left Arm Wrist Spin
Kusal mendis,Batsman,3,36,37,97.29,Bangladesh,Hasan Mahmud,Right Arm Fast,Yorker,Off stump,Short,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,On-side,Left Arm Medium
Dananjaya De Silva,All-rounder,6,23,46,50.0,Bangladesh,Taijul,Left Arm Orthodox,Drift,Off stump,Short,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Spin,Right Arm Off Spin
Kusal mendis,Batsman,3,4,2,200.0,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Leg stump,Short,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Short Ball,Left Arm Orthodox
Dananjaya De Silva,All-rounder,6,14,46,30.43,Australia,Maxwell,Right Arm Off Spin,Off Break,Leg stump,Good length,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Pace,Left Arm Chinaman
Pathum Nissanka,Batsman,1,56,62,90.32,India,Axar,Left Arm Orthodox,Drift,Wide,Short,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Left Arm Chinaman
Pathum Nissanka,Batsman,1,66,42,157.14,England,Willey,Left Arm Medium,Cutter,Off stump,Good length,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Short Ball,Right Arm Fast
Kusal mendis,Batsman,3,36,37,97.29,Bangladesh,Taskin,Right Arm Fast,Yorker,Leg stump,Full,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Off-side,Right Arm Fast
Avishka Fernando,Batsman,1,76,98,77.55,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Middle stump,Short,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Off-side,Left Arm Chinaman
Kusal mendis,Batsman,3,4,7,57.14,England,Topley,Left Arm Medium,Cutter,Leg stump,Full,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Spin,Left Arm Chinaman
Sadeera samarawickrama,Batsman,4,54,77,70.12,India,Axar,Left Arm Orthodox,Drift,Wide,Bouncer,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Right Arm Off Spin
Oshada fernando,Batsman,4,1,14,7.14,South Africa,Shamsi,Left Arm Chinaman,Slider,Wide,Bouncer,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,On-side,Left Arm Fast
Sadeera samarawickrama,Batsman,4,14,31,45.16,Bangladesh,Taijul,Left Arm Orthodox,Drift,Leg stump,Short,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Short Ball,Right Arm Medium
Kusal mendis,Batsman,3,1,7,14.28,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Middle stump,Bouncer,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Short Ball,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,4,16,22,72.72,India,Bumrah,Right Arm Fast,Slower Ball,Middle stump,Short,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Pace,Left Arm Orthodox
Avishka Fernando,Batsman,2,0,1,0.0,Bangladesh,Shoriful,Left Arm Fast,Swing,Middle stump,Bouncer,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Spin,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,104,113,92.03,Australia,Starc,Left Arm Fast,Bouncer,Leg stump,Good length,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,On-side,Right Arm Off Spin
Dananjaya De Silva,All-rounder,6,39,50,78.0,South Africa,Fortuin,Left Arm Orthodox,Drift,Wide,Full,Run Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Off-side,Right Arm Leg Spin
Charith Asalanka,All-rounder,5,77,71,108.45,Australia,Starc,Left Arm Fast,Swing,Off stump,Yorker,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,3,1,10,10.0,South Africa,Maharaj,Left Arm Orthodox,Drift,Off stump,Short,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Left Arm Wrist Spin
Avishka Fernando,Batsman,1,118,115,102.6,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Wide,Yorker,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Left Arm Orthodox
Avishka Fernando,Batsman,1,29,34,85.29,India,Thakur,Right Arm Medium,Slower Ball,Off stump,Yorker,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Left Arm Fast
Dananjaya De Silva,All-rounder,3,14,47,29.78,South Africa,Fortuin,Left Arm Orthodox,Drift,Off stump,Yorker,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Off-side,Right Arm Fast
Dananjaya De Silva,All-rounder,6,58,95,61.05,Pakistan,Haris,Right Arm Fast,Slower Ball,Leg stump,Full,Stumped,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Short Ball,Right Arm Off Spin
Pathum Nissanka,Batsman,3,20,36,55.55,South Africa,Rabada,Right Arm Fast,Bouncer,Middle stump,Full,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Off-side,Left Arm Fast
Pathum Nissanka,Batsman,1,57,64,89.06,England,Wood,Right Arm Fast,Yorker,Wide,Short,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Left Arm Chinaman
Avishka Fernando,Batsman,3,2,2,100.0,South Africa,Ngidi,Right Arm Fast,Slower Ball,Middle stump,Short,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Pace,Left Arm Orthodox
Dananjaya De Silva,All-rounder,7,6,13,46.15,Bangladesh,Shoriful,Left Arm Fast,Bouncer,Leg stump,Yorker,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Spin,Right Arm Medium
Kusal mendis,Batsman,3,1,7,14.28,Australia,Stoinis,Right Arm Medium,Slower Ball,Leg stump,Short,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Off-side,Right Arm Medium
Pathum Nissanka,Batsman,1,2,4,50.0,India,Ashwin,Right Arm Off Spin,Off Break,Leg stump,Good length,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Short Ball,Left Arm Wrist Spin
Dananjaya De Silva,All-rounder,6,24,38,63.15,England,Livingstone,Right Arm Off Spin,Arm Ball,Middle stump,Good length,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Left Arm Orthodox
Charith Asalanka,All-rounder,5,13,12,108.33,Australia,Abbott,Right Arm Medium,Slower Ball,Leg stump,Bouncer,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,5,2,2,100.0,Pakistan,Wasim Jr,Left Arm Medium,Cutter,Leg stump,Full,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Right Arm Mystery
Sadeera samarawickrama,Batsman,4,14,15,93.33,India,Axar,Left Arm Orthodox,Drift,Wide,Yorker,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Right Arm Off Spin
Avishka Fernando,Batsman,1,29,34,85.29,Pakistan,Naseem,Right Arm Fast,Yorker,Wide,Bouncer,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Spin,Right Arm Fast
Charith Asalanka,All-rounder,3,0,6,0.0,India,Thakur,Right Arm Medium,Slower Ball,Middle stump,Bouncer,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Off-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,17,34,50.0,England,Moeen,Right Arm Off Spin,Off Break,Middle stump,Full,Run Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Left Arm Orthodox
Kusal mendis,Batsman,4,56,33,169.69,India,Thakur,Right Arm Medium,Knuckle Ball,Middle stump,Short,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Pace,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,50,71,70.42,Bangladesh,Shoriful,Left Arm Fast,Bouncer,Off stump,Short,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,6,7,12,58.33,England,Jacks,Right Arm Off Spin,Off Break,Off stump,Short,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Spin,Left Arm Chinaman
Sadeera samarawickrama,Batsman,4,23,19,121.05,India,Kuldeep,Left Arm Wrist Spin,Flipper,Middle stump,Short,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,5,14,22,63.63,South Africa,Nortje,Right Arm Fast,Yorker,Wide,Full,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Pace,Right Arm Mystery
Dananjaya De Silva,All-rounder,6,108,179,60.33,England,Livingstone,Right Arm Off Spin,Off Break,Off stump,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Spin,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,36,28,128.57,India,Chahal,Right Arm Leg Spin,Googly,Leg stump,Short,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Off-side,Left Arm Orthodox
Charith Asalanka,All-rounder,5,18,37,48.64,South Africa,Jansen,Left Arm Fast,Swing,Leg stump,Yorker,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,On-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,1,7,14.28,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Middle stump,Full,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,On-side,Right Arm Fast
Dananjaya De Silva,All-rounder,7,36,62,58.06,India,Chahal,Right Arm Leg Spin,Slider,Leg stump,Yorker,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Pace,Right Arm Mystery
Avishka Fernando,Batsman,1,8,15,53.33,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Off stump,Full,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Left Arm Fast
Pathum Nissanka,Batsman,3,0,4,0.0,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Leg stump,Bouncer,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Pace,Right Arm Fast
Kusal mendis,Batsman,4,56,33,169.69,Australia,Starc,Left Arm Fast,Swing,Middle stump,Short,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Right Arm Off Spin
Dananjaya De Silva,All-rounder,3,21,44,47.72,Australia,Ellis,Right Arm Fast,Bouncer,Off stump,Good length,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Pace,Right Arm Leg Spin
Avishka Fernando,Batsman,2,56,63,88.88,Australia,Hazlewood,Right Arm Fast,Slower Ball,Leg stump,Short,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Short Ball,Left Arm Medium
Kusal mendis,Batsman,3,1,8,12.5,India,Bumrah,Right Arm Fast,Yorker,Leg stump,Yorker,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Pace,Right Arm Mystery
Pathum Nissanka,Batsman,1,0,1,0.0,India,Kuldeep,Left Arm Wrist Spin,Flipper,Leg stump,Yorker,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Left Arm Orthodox
Sadeera samarawickrama,Batsman,4,14,31,45.16,Bangladesh,Hasan Mahmud,Right Arm Fast,Bouncer,Leg stump,Good length,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Short Ball,Right Arm Leg Spin
Kusal mendis,Batsman,3,0,4,0.0,India,Chahal,Right Arm Leg Spin,Topspin,Wide,Full,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Left Arm Orthodox
Pathum Nissanka,Batsman,2,2,4,50.0,South Africa,Shamsi,Left Arm Chinaman,Flipper,Middle stump,Bouncer,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,On-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,3,17,29,58.62,Pakistan,Usama Mir,Right Arm Leg Spin,Googly,Off stump,Full,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Short Ball,Left Arm Medium
Charith Asalanka,All-rounder,5,9,21,42.85,Bangladesh,Taskin,Right Arm Fast,Yorker,Middle stump,Short,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Short Ball,Right Arm Leg Spin
Sadeera samarawickrama,Batsman,4,14,31,45.16,Bangladesh,Hasan Mahmud,Right Arm Fast,Yorker,Middle stump,Good length,LBW,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Short Ball,Left Arm Orthodox
Sadeera samarawickrama,Batsman,4,3,5,60.0,South Africa,Rabada,Right Arm Fast,Yorker,Leg stump,Bouncer,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,On-side,Right Arm Off Spin
Kusal mendis,Batsman,3,86,87,98.85,England,Curran,Left Arm Medium,Swing,Leg stump,Full,Caught,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Spin,Left Arm Fast
Charith Asalanka,All-rounder,5,72,62,116.12,South Africa,Ngidi,Right Arm Fast,Bouncer,Leg stump,Full,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Short Ball,Right Arm Leg Spin
Pathum Nissanka,Batsman,1,6,20,30.0,South Africa,Maharaj,Left Arm Orthodox,Drift,Wide,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,Pace,Right Arm Leg Spin
Sadeera samarawickrama,Batsman,4,0,4,0.0,Bangladesh,Shakib,Left Arm Orthodox,Drift,Wide,Good length,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Spin,Left Arm Wrist Spin
Kusal mendis,Batsman,3,34,43,79.06,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Leg stump,Yorker,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Right Arm Fast
Dananjaya De Silva,All-rounder,7,48,79,60.75,South Africa,Shamsi,Left Arm Chinaman,Flipper,Wide,Full,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,On-side,Right Arm Fast
Kusal mendis,Batsman,3,56,22,254.54,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Leg stump,Good length,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Spin,Right Arm Fast
Pathum Nissanka,Batsman,2,14,17,82.35,Bangladesh,Taskin,Right Arm Fast,Yorker,Leg stump,Full,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Short Ball,Left Arm Fast
Charith Asalanka,All-rounder,5,72,62,116.12,Australia,Cummins,Right Arm Fast,Yorker,Wide,Short,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,3,1,14,7.14,India,Bumrah,Right Arm Fast,Slower Ball,Wide,Good length,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Off-side,Right Arm Fast
Charith Asalanka,All-rounder,5,22,35,62.85,England,Curran,Left Arm Medium,Swing,Middle stump,Short,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,On-side,Right Arm Fast
Charith Asalanka,All-rounder,5,77,69,111.59,South Africa,Nortje,Right Arm Fast,Yorker,Wide,Yorker,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Spin,Right Arm Fast
Charith Asalanka,All-rounder,5,14,21,66.66,Australia,Stoinis,Right Arm Medium,Slower Ball,Off stump,Bouncer,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Off-side,Left Arm Medium
Charith Asalanka,All-rounder,5,62,61,101.63,India,Shami,Right Arm Fast,Bouncer,Middle stump,Yorker,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Spin,Right Arm Medium
Pathum Nissanka,Batsman,2,13,25,52.0,Bangladesh,Mustafizur,Left Arm Medium,Swing,Leg stump,Yorker,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Pace,Right Arm Off Spin
Avishka Fernando,Batsman,3,104,103,100.97,South Africa,Rabada,Right Arm Fast,Slower Ball,Off stump,Full,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Short Ball,Left Arm Medium
Dananjaya De Silva,All-rounder,6,0,3,0.0,England,Topley,Left Arm Medium,Swing,Wide,Good length,Run Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Off-side,Left Arm Wrist Spin
Sadeera samarawickrama,Batsman,4,1,4,25.0,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Wide,Good length,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Pace,Left Arm Medium
Dananjaya De Silva,All-rounder,6,0,7,0.0,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Off stump,Good length,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Spin,Right Arm Off Spin
Kusal mendis,Batsman,3,36,41,87.8,Australia,Head,Right Arm Off Spin,Arm Ball,Off stump,Bouncer,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Off-side,Left Arm Wrist Spin
Kusal mendis,Batsman,4,41,74,55.4,Bangladesh,Shoriful,Left Arm Fast,Swing,Middle stump,Full,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,On-side,Right Arm Medium
Kusal mendis,Batsman,4,39,41,95.12,Pakistan,Usama Mir,Right Arm Leg Spin,Topspin,Middle stump,Short,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Right Arm Fast
Pathum Nissanka,Batsman,2,2,4,50.0,Bangladesh,Tanzim,Right Arm Fast,Bouncer,Middle stump,Short,Run Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Pace,Right Arm Medium
Kusal mendis,Batsman,3,26,40,65.0,South Africa,Magala,Right Arm Fast,Slower Ball,Off stump,Good length,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Off-side,Right Arm Mystery
Sadeera samarawickrama,Batsman,5,0,1,0.0,South Africa,Hendricks,Left Arm Medium,Cutter,Middle stump,Short,Not Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Off-side,Left Arm Fast
Pathum Nissanka,Batsman,1,6,20,30.0,England,Livingstone,Right Arm Off Spin,Arm Ball,Off stump,Short,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Spin,Right Arm Mystery
Pathum Nissanka,Batsman,1,40,60,66.66,Bangladesh,Shoriful,Left Arm Fast,Yorker,Wide,Yorker,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Off-side,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,48,79,60.75,Bangladesh,Shoriful,Left Arm Fast,Bouncer,Leg stump,Yorker,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Short Ball,Right Arm Leg Spin
Kusal mendis,Batsman,4,31,34,91.17,India,Chahal,Right Arm Leg Spin,Topspin,Middle stump,Full,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Right Arm Medium
